 ;;;;;;;
Date;Week;Foreign.intelligence.gathering.aircraft;Foreign.UAVs;podyom avitasii;podyomov istrebitelij;vilet;URL
2021-08-02;30;40;10;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-154/
2021-08-09;31;33;11;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-155/
2021-08-13;32;33;5;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-156/
2021-08-20;33;29;12;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-157/
2021-08-30;34;29;9;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-158/
2021-09-06;35;29;9;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-159/
2021-09-10;36;40;13;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-160/
2021-09-17;37;63;20;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-161/
2021-09-24;38;67;12;9;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-162/
2021-10-01;39;48;10;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-163/
2021-10-08;40;25;33;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-164/
2021-10-15;41;39;17;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-165
2021-10-22;42;36;14;3;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-166
2021-10-29;43;31;22;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-167
2021-11-08;44;31;23;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-168
2021-11-12;45;37;19;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-169/
